Year,Project,Trip No,Vessel Name,Trip Comments,Set No,Longline System,Station No,Area Description,G Stat Area,Start Latitude Decimal Degrees,Start Longitude Decimal Degree,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Buoy Onboard,Time First Anchor Onboard,Time Second Anchor Onboard,Start Depth Fathoms,End Depth Fathoms,Avg Depth Fathoms,Substrate Type,Haul Back Order,Wind Direction,Wind Speed Knots,Set Comment,Subset No,Subset Condition,Subset Comments,Hooks - Total Number,Hooks - Number with Bait,Hooks - Number Bare,Hooks - Number Invalid,Sablefish,Dogfish,Sleeper Shark
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,10,ADFG Conventional,101,Little Ratz Harbor,325533,55.812117,-132.47955,55.83735,-132.498933,2022-05-10 05:21:50,2022-05-10 08:40:25,2022-05-10 08:40:28,2022-05-10 10:16:32,288,277,286,Mud/Soft,Opposite,Calm,0 kts,"skate 14 invalid, sampled 22 skates v ee 5/10/22",23,Valid,vee 5/10/22,44,0,20,2,13,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,10,ADFG Conventional,101,Little Ratz Harbor,325533,55.812117,-132.47955,55.83735,-132.498933,2022-05-10 05:21:50,2022-05-10 08:40:25,2022-05-10 08:40:28,2022-05-10 10:16:32,288,277,286,Mud/Soft,Opposite,Calm,0 kts,"skate 14 invalid, sampled 22 skates v ee 5/10/22",24,Valid,v ee 5/10/22,43,0,30,1,6,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,10,ADFG Conventional,101,Little Ratz Harbor,325533,55.812117,-132.47955,55.83735,-132.498933,2022-05-10 05:21:50,2022-05-10 08:40:25,2022-05-10 08:40:28,2022-05-10 10:16:32,288,277,286,Mud/Soft,Opposite,Calm,0 kts,"skate 14 invalid, sampled 22 skates v ee 5/10/22",25,Valid,vee 5/10/22,45,0,28,1,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,1,Valid,v ee 10/225,45,0,38,0,6,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,2,Valid,v ee 5/10/22,43,0,36,0,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,3,Valid,v ee 5/10/225,42,0,32,0,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,4,Valid,v ee 5/10/22,43,0,35,0,6,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,5,Valid,,45,0,35,0,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,6,Valid,v ee 5/10/22,45,1,34,0,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,7,Valid,v ee 5/10/22,45,0,29,2,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,8,Valid,v ee 5/10/22,44,0,36,0,5,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,9,Valid,v ee 5/10/22,43,0,34,1,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,10,Valid,v ee 5/10/22,44,0,32,0,11,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,11,Valid,v ee 5/10/22,45,0,28,0,14,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,12,Valid,v ee 5/10/22,45,0,36,2,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,13,Valid,v ee 5/10/22,45,6,26,0,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,14,Valid,v ee 5/10/22,45,0,38,2,4,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,15,Not Valid,16hk invalidv ee 5/10/22,45,0,27,16,2,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,16,Valid,v ee 5/10/22,43,0,34,0,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,17,Valid,v ee 5/10/22,42,1,33,1,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,18,Valid,v ee 5/10/22,45,1,30,0,12,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,19,Valid,v ee 5/10/22,43,0,39,0,2,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,20,Valid,v ee 5/10/22,45,0,38,2,5,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,21,Valid,v ee 5/10/22,41,0,30,0,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,22,Valid,v ee 5/10/22,40,0,29,3,5,0,1
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,23,Valid,v ee 5/10/22,41,0,28,2,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,24,Valid,v ee 5/10/22,42,0,28,0,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,11,ADFG Conventional,102,Narrow Point,325533,55.807317,-132.42145,55.782633,-132.399267,2022-05-10 07:52:25,2022-05-10 14:03:28,2022-05-10 14:23:33,2022-05-10 15:53:41,326,329,331,Unknown,Same,SE,5-15 kts,,25,Valid,v ee 5/10/22 8 hk snarl,43,0,22,8,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,1,Valid,v ee 5/10/22,43,0,30,0,11,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,2,Valid,v ee 5/10/22,45,0,32,0,12,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,3,Valid,v ee 5/10/22,45,0,31,0,11,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,4,Valid,v ee 5/10/22,44,0,33,1,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,5,Valid,v ee 5/10/22,44,0,31,4,3,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,6,Valid,v ee 5/10/22,45,0,29,1,10,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,7,Valid,v ee 5/10/22,44,0,27,1,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,8,Valid,v ee 5/10/22,43,0,26,0,6,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,9,Valid,v  5/10/ 22 ee,44,1,23,0,8,1,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,10,Valid,v ee5/10/22,45,0,28,2,6,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,11,Valid,v ee 5/10/22,46,0,16,5,11,1,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,12,Valid,v ee 5/10/22,45,0,34,1,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,13,Valid,v ee 5/10/22,45,1,29,0,5,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,14,Valid,vee 5/10/22,44,1,27,1,4,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,15,Valid,v ee 5/10/22,45,0,20,9,5,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,16,Valid,v ee 5/10/22,45,0,34,0,5,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,17,Valid,v ee 5/10/22,45,0,29,0,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,18,Valid,v ee 5/10/22,45,0,31,4,4,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,19,Valid,v ee 5/10/22,44,0,28,0,6,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,20,Valid,v ee 5/10/22,45,0,22,0,10,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,21,Valid,v ee 5/10/22,45,0,32,0,4,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,22,Valid,v ee 5/10/22,45,0,29,1,7,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,23,Valid,v ee 5/10/22,44,0,28,1,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,24,Valid,v ee5/10/22,45,0,28,1,7,1,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,12,ADFG Conventional,103,Tolstoi Point,325531,55.68125,-132.307583,55.70575,-132.32815,2022-05-10 13:14:10,2022-05-10 17:19:55,2022-05-10 17:34:28,2022-05-10 19:06:45,320,317,317,Mud/Soft,Opposite,SE,25-35 kts,v ee 5/10/22,25,Valid,v ee 5/10/22,45,0,16,3,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,1,Valid,v ee 5/11/22,45,0,33,0,11,1,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,2,Valid,v ee 5/11/22,45,0,33,0,10,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,3,Valid,v ee 5/11/22,44,0,30,4,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,4,Valid,v ee 5/11/22,43,0,32,0,9,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,5,Valid,v ee 5/11/22,43,0,24,0,19,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,6,Valid,v ee 5/11/22,45,1,28,0,16,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,7,Valid,v ee 5/11/22,43,0,30,0,11,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,8,Valid,v ee 5/11/22,44,0,26,5,11,1,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,9,Valid,vee5/11/22 9 hk snarl,45,0,21,9,14,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,10,Valid,v ee 5/11/22,45,0,33,0,8,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,11,Valid,v ee 5/11/22 10 hk snarl,44,0,19,10,14,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,12,Valid,unkniwn sea anemoe v ee 5/11/22,41,2,25,0,11,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,13,Valid,vee 5/11/22,44,0,28,0,14,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,14,Valid,v ee 5/11/22,45,0,27,0,14,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,15,Valid,v ee 5/11/22,42,0,26,0,16,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,16,Valid,vee 5/11/22,42,0,25,0,13,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,17,Valid,vee 5/11/22,45,0,32,0,12,0,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,18,Valid,v ee 5/11/22,42,0,19,0,22,1,0
2022,Clarence Sablefish LL Survey,1,Viking Maid,null,13,ADFG Conventional,44,Ship Island,325531,55.56155,-132.218867,55.594083,-132.2542,2022-05-11 05:18:17,2022-05-11 08:44:27,2022-05-11 08:58:17,2022-05-11 10:14:33,266,325,288,Unknown,Same,SE,5-15 kts,,19,Valid,v ee 5/11/22,44,0,25,0,19,0,0
