Year,Survey Country,Geographic Area Name,Geographic Area Code,NPFMC Sablefish Mgmt Area,Species Code,Common Name,Depth Stratum,Stratum Description,Geographic Area Size (km) ,Exploitable,Count Stations,Count Index Stations ,Mean Length (cm),Mean Weight (kg),CPUE,RPN,RPW
1994,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,0.666666666666667,,
1993,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",1,0-100m,,1,1,1,,,0,,
1993,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",6,601-800m,3150,1,6,6,,,0,0,0
1993,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,5,5,,,0,0,0
1993,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,3,3,,,0,0,0
1993,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1675,1,5,4,,,0.002564102564103,4.29487179487179,0
1993,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",3,201-300m,1030,1,4,4,,,0,0,0
1993,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",6,601-800m,920,1,4,4,,,0,0,0
1993,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1050,1,2,2,,,0,0,0
1993,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1992,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,3,3,,,0.0125,,
1992,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",4,301-400m,730,1,3,3,,,0,0,0
1992,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,9,9,,,0,0,0
1992,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,6,6,,,0,0,0
1992,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,5,5,,,0,0,0
1992,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,5,5,,,0,0,0
1992,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,5,5,,,0,0,0
1991,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",1,0-100m,,1,1,1,,,0,,
1991,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",5,401-600m,1270,1,2,2,,,0,0,0
1991,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1130,1,1,1,,,0,0,0
1991,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,3,3,,,0,0,0
1991,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,4,4,,,0,0,0
1991,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",4,301-400m,2090,1,2,2,,,0,0,0
1991,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",6,601-800m,3150,1,2,2,,,0,0,0
1991,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1846,1,2,2,,,0,0,0
1991,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,3,3,,,0,0,0
1991,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,2,2,,,0,0,0
1991,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,1,1,,,0,0,0
1991,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",6,601-800m,920,1,2,2,,,0,0,0
1991,Japan,NW Aleutians slope,16,Aleutians,310,"""Spiny dogfish""",2a,101-150m,,1,3,3,,,0,,
1991,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,7,7,,,0.021820868429293,,
1990,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,548,1,2,2,,,0,0,0
1990,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",3,201-300m,770,1,3,3,,,0,0,0
1990,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",4,301-400m,730,1,3,3,,,0,0,0
1990,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",5,401-600m,1270,1,5,5,,,0,0,0
1990,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,5,5,,,0,,
1990,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,5,5,,,0,0,0
1990,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,4,4,,,0,,
1990,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,2,2,,,0,0,0
1990,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1675,1,2,2,,,0,0,0
1990,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",4,301-400m,840,1,2,2,,,0,0,0
1990,Japan,Bering 5 slope,5,Bering Sea,310,"""Spiny dogfish""",4,301-400m,,1,3,3,,,0,,
1989,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,8,8,,,0,0,0
1989,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1700,1,1,1,,,0,0,0
1989,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",6,601-800m,920,1,2,2,,,0,0,0
1989,United States,Shumagin Gully,28,Western Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,2505,0,2,2,,,0,0,0
1989,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,8,8,,,0.008676470588235,,
1989,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,2737,1,10,8,,,0.00895245972382,24.5028822640967,0
1989,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1264,1,9,8,,,0.004058441558442,5.12987012987013,0
1989,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2269,1,9,9,,,0,0,0
1988,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",1,0-100m,,1,5,5,,,0,,
1988,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,10,10,,,0,0,0
1988,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,5,5,,,0,0,0
1988,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,1,1,,,0,0,0
1988,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1988,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1675,1,6,6,,,0,0,0
1988,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",6,601-800m,920,1,4,4,,,0,0,0
1988,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1987,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,,,0.25,,
1987,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,5168,0,1,1,,,0.081632653061225,421.877551020408,0
1987,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1658,1,7,7,,,0,0,0
1987,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1923,1,9,9,,,0,0,0
1987,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2296,1,7,7,,,0,0,0
1987,Japan,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",5,401-600m,3800,1,7,7,,,0,0,0
1986,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,,,0.342711164804188,,
1986,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1480,1,7,7,,,0,0,0
1986,Japan,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",6,601-800m,3250,1,7,7,,,0,0,0
1985,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,,,0.413965642978689,,
1985,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1626,1,7,5,,,0.04651935189399,75.6404661796278,0
1985,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2296,1,4,4,,,0,0,0
1984,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,,,0.833333333333333,,
1984,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,5168,0,1,1,,,0.641304347826087,3314.26086956522,0
1984,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,6346,0,1,1,,,0.209677419354839,1330.61290322581,0
1984,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1955,1,4,4,,,0,0,0
1984,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
1984,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2255,1,9,9,,,0,0,0
1984,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2296,1,2,2,,,0,0,0
1983,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,1766,1,6,6,,,0,0,0
1983,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1955,1,5,5,,,0,0,0
1983,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2012,1,4,4,,,0,0,0
1983,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,2,2,,,0.027777777777778,,
1983,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1626,1,8,3,,,0.066995800959469,108.935172360096,0
1983,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1480,1,9,7,,,0.00956450956451,14.1554741554742,0
1983,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,5116,1,5,5,,,1.49560104383634,7651.4949402667,0
1982,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1462,1,5,1,,,0.047666666666667,69.6886666666667,0
1982,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1533,1,6,3,,,0.040379595281556,61.9019195666254,0
1982,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1955,1,5,5,,,0,0,0
1982,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2012,1,4,4,,,0,0,0
1982,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1480,1,9,9,,,0,0,0
1982,Japan,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",7,801-1000m,2786,1,5,5,,,0,0,0
1982,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2a,101-150m,,1,2,2,,,0,,
1981,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,5,5,,,0.003225806451613,,
1981,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1533,1,6,6,,,0,0,0
1981,Japan,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,2737,1,10,9,,,0.005970149253731,16.3402985074627,0
1981,Japan,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,1248,1,6,6,,,0,0,0
1980,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2012,1,2,2,,,0,0,0
1980,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,5,5,,,0.009090909090909,,
1980,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1626,1,7,5,,,0.014642857142857,23.8092857142857,0
1980,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1480,1,8,8,,,0,0,0
1979,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1533,1,5,2,,,0.05952861952862,91.2573737373737,0
2013,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",4,301-400m,730,1,2,2,,,0,0,0
2013,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1700,1,1,1,,,0,0,0
2012,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,1130,1,1,1,68.25,2.60124070254895,0.933810375670841,1055.20572450805,3070.08073746697
2012,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,793,1,1,1,64.4,2.16770323394699,0.277325581395349,219.919186046512,517.610346744192
2011,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,2,2,,,0,,
2011,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,548,1,2,2,,,0,0,0
2011,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",3,201-300m,770,1,2,2,,,0,0,0
2011,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,3,3,,,0,0,0
2011,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,3,3,,,0,0,0
2011,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",6,601-800m,920,1,2,2,,,0,0,0
2011,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,55.52,1.36040900620867,4.78488372093023,,
2011,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,793,1,2,2,52.1015160437523,1.1143159170446,3.21915567150518,2552.79044750361,2914.50911502577
2010,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,64.1454545454545,2.14091333422602,1.79707792207792,,
2010,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,521,1,1,1,60.8979591836735,1.81865701347608,3.02411469344609,1575.56375528541,3004.56169869322
2010,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,2,59,1.64654467436667,0.009615384615385,1.81730769230769,2.99227830245482
2010,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,50,1,2,2,,,0,0,0
2009,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",5,401-600m,3010,1,1,1,,,0,0,0
2009,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,3,3,,,0,0,0
2009,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,3.03409090909091,,
2008,United States,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,2.28116845407786,,
2008,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1268,0,1,1,,,0.218240093240093,276.728438228438,0
2007,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,548,1,2,2,,,0,0,0
2007,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",4,301-400m,730,1,2,2,,,0,0,0
2007,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,4,4,,,0,0,0
2006,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,250,1,1,1,,,4,1000,0
2006,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,1.38081395348837,260.973837209302,0
2006,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,2,,,0.251850233100233,75.8069201631702,0
2005,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",3,201-300m,770,1,2,2,,,0,0,0
2005,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",4,301-400m,730,1,2,2,,,0,0,0
2005,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",5,401-600m,1270,1,3,3,,,0,0,0
2005,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1700,1,1,1,,,0,0,0
2004,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,2.21951219512195,,
2004,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,2,,,0.033707865168539,13.314606741573,0
2004,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,521,1,1,1,,,0.41955162085976,218.586394467935,0
2004,United States,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,,,0.671834625322997,,
2004,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,0.076923076923077,14.5384615384615,0
2003,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,2,,,0.035087719298246,17.6140350877193,0
2003,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,3,,,0,0,0
2003,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,225,1,3,3,,,0,0,0
2003,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,207,1,3,3,,,0,0,0
2003,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
2003,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,4,,,0.318967322999581,316.415584415584,0
2003,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,218,0,1,1,,,1.27237058251776,277.376786988872,0
2002,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1462,1,5,5,,,0,0,0
2002,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,13076,0,8,8,,,0,0,0
2001,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",3,201-300m,992,1,8,8,,,0,0,0
2001,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,7,,,0.010416666666667,10.3333333333333,0
2000,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1658,1,2,2,,,0,0,0
2000,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,4066,0,1,1,,,0,0,0
2000,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2269,1,9,9,,,0,0,0
1999,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",4,301-400m,730,1,1,1,,,0,0,0
1999,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,2,2,,,0,0,0
1999,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,3,3,,,0,0,0
1999,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1998,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,3,,,0.028122019291382,23.1162998575156,0
1998,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1008,0,2,2,,,4.52169421487603,4557.86776859504,0
1997,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,548,1,2,2,,,0,0,0
1997,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",6,601-800m,3150,1,3,3,,,0,0,0
1996,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,122,1,2,2,,,0.034593851454317,4.22044987742662,0
1996,United States,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,,,0.272727272727273,,
1996,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,6,1,,,0.308912374854847,275.240925995669,0
1996,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,6,,,0.085639369714588,76.3046784156977,0
1996,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,2,,,0.078443526170799,14.825826446281,0
1995,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,362,1,1,1,,,5.74593460395174,2080.02832663053,0
1995,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,1130,1,1,1,,,1.26352184637068,1427.77968639887,0
1995,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1994,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,3,3,,,0,0,0
1994,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1658,1,3,3,,,0,0,0
1994,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1923,1,9,9,,,0,0,0
1994,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,8,,,0,0,0
1994,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",7,801-1000m,1282,1,8,8,,,0,0,0
1993,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,3,3,,,0,0,0
1993,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1923,1,9,8,,,0.004728132387707,9.09219858156028,0
1993,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,,0,1,1,,,0,,
1993,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1992,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,2,2,,,0,0,0
1992,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,,0,1,1,,,0,,
1992,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1991,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,5168,0,1,1,,,1.01052631578947,5222.4,0
1991,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,6346,0,1,1,,,0.196078431372549,1244.3137254902,0
1991,Japan,Bering 5 slope,5,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,,1,5,5,,,0,,
1991,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,2581,1,3,1,,,0.097222222222222,250.930555555556,0
1991,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,,0,1,1,,,0.890909090909091,,
1991,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,0.64,,
1991,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,5116,1,5,3,,,0.047326007326007,242.119853479853,0
1991,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",3,201-300m,992,1,8,8,,,0,0,0
1991,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,8,,,0,0,0
1991,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2269,1,10,10,,,0,0,0
1990,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,6346,0,1,1,,,0.083333333333333,528.833333333333,0
1990,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2012,1,2,2,,,0,0,0
1990,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,3,3,,,0,0,0
1990,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,3,,,0,0,0
1990,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,2737,1,10,7,,,0.008997578405473,24.62637209578,0
1989,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,3,3,,,0,,
1989,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,4,4,,,0,0,0
1989,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,3,,,0,0,0
1989,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2255,1,9,9,,,0,0,0
1989,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,,0,1,1,,,0,,
1989,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,7,7,,,0,0,0
1988,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,5168,0,1,1,,,0.344827586206897,1782.06896551724,0
1988,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,6346,0,1,1,,,0.112676056338028,715.042253521127,0
1988,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1955,1,6,6,,,0,0,0
1988,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,2581,1,2,2,,,0,0,0
